transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,revenue,year,month,quarter
2344,495,John Cummings,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-13,3,Cash,0.3,Jo***@yahoo.com,******7125,successful,136500.0,2025,6,2
2345,890,Holly Mckay,103,1300.0,Shirt,Clothing,offline,Chennai,2026-01-28,5,Cash,0.3,Ho***@yahoo.com,******6494,successful,4550.0,2026,1,1
2346,533,Andrew Riggs,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-10-08,4,NetBanking,0.3,An***@gmail.com,******0577,successful,42000.0,2025,10,4
2347,297,Susan Hill,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-26,2,NetBanking,0.05,Su***@outlook.com,******2263,successful,2470.0,2025,7,3
2348,911,Kelly Le,103,1300.0,Shirt,Clothing,offline,Delhi,2026-01-20,5,Card,0.35,Ke***@outlook.com,******5769,successful,4225.0,2026,1,1
2349,98,Cindy Mueller,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-02-22,3,UPI,0.3,Ci***@outlook.com,******4089,successful,94500.0,2026,2,1
2350,864,Cameron Black,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-05-10,1,Cash,0.05,Ca***@yahoo.com,******9477,successful,42750.0,2025,5,2
2351,135,Daniel Wallace,103,1300.0,Shirt,Clothing,online,Bangalore,2025-08-25,3,Card,0.15,Da***@yahoo.com,******3314,successful,3315.0,2025,8,3
2351,135,Daniel Wallace,103,1300.0,Shirt,Clothing,online,Bangalore,2025-08-25,3,Card,0.15,Da***@yahoo.com,******3314,failed,3315.0,2025,8,3
2352,160,Eric Richardson,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-08-09,4,Card,0.3,Er***@gmail.com,******9726,successful,22400.0,2025,8,3
2353,631,Colin Holt,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-25,5,Cash,0.25,Co***@gmail.com,******7740,successful,4875.0,2025,9,3
2354,8,Francisco Suarez,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-31,2,NetBanking,0.2,Fr***@gmail.com,******3830,successful,12800.0,2025,8,3
2355,238,Zachary Hooper,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-05,3,Card,0.25,Za***@gmail.com,******0012,successful,2925.0,2025,5,2
2356,432,Charles Nelson,102,70000.0,Phone,Electronics,offline,Mumbai,2026-09-03,1,Card,0.3,Ch***@yahoo.com,******1774,successful,49000.0,2026,9,3
2357,813,John Harris,102,70000.0,Phone,Electronics,offline,Chennai,2025-08-18,3,Card,0.2,Jo***@gmail.com,******3148,successful,168000.0,2025,8,3
2358,657,Carly Lucas,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-10-09,3,Card,0.2,Ca***@yahoo.com,******2685,successful,108000.0,2025,10,4
2359,329,William Jackson,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-01-28,3,Card,0.3,Wi***@outlook.com,******2206,successful,31500.0,2026,1,1
2360,661,Jennifer Cooper,102,70000.0,Phone,Electronics,online,Chennai,2025-07-28,3,Cash,0.2,Je***@outlook.com,******4609,successful,168000.0,2025,7,3
2361,811,Mike Matthews,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-08-30,2,UPI,0.35,Mi***@gmail.com,******2802,successful,1690.0,2025,8,3
2362,502,Amy Stewart,103,1300.0,Shirt,Clothing,offline,Delhi,2025-08-14,3,Cash,0.05,Am***@gmail.com,******7862,successful,3705.0,2025,8,3
2363,586,Michael Mason,105,45000.0,Tv,Electronics,offline,Delhi,2026-01-15,2,NetBanking,0.2,Mi***@outlook.com,******8672,successful,72000.0,2026,1,1
2364,167,Madison Gentry,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-07-14,4,Cash,0.2,Ma***@yahoo.com,******4928,successful,208000.0,2025,7,3
2365,477,Willie Mata,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-07-24,4,Cash,0.2,Wi***@outlook.com,******0729,successful,800000.0,2025,7,3
2366,894,Felicia Rollins,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2026-02-02,4,NetBanking,0.2,Fe***@yahoo.com,******8195,successful,144000.0,2026,2,1
2367,347,David Medina,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-11-03,4,NetBanking,0.2,Da***@outlook.com,******4389,successful,144000.0,2025,11,4
2368,576,Angela Weiss,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-11,4,NetBanking,0.15,An***@yahoo.com,******3539,successful,51000.0,2025,8,3
2369,424,Tiffany Williams,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-08-22,3,Cash,0.35,Ti***@gmail.com,******2793,successful,87750.0,2025,8,3
2370,886,Ashley Gamble,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-24,1,NetBanking,0.1,As***@gmail.com,******3316,successful,13500.0,2025,9,3
2371,854,Dennis Dorsey,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-08-29,3,Cash,0.35,De***@yahoo.com,******2116,successful,2535.0,2025,8,3
2372,446,Scott Smith,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-10-31,5,NetBanking,0.3,Sc***@gmail.com,******0183,successful,175000.0,2025,10,4
2373,549,Jacob Hopkins,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-04-05,4,Card,0.3,Ja***@gmail.com,******6590,successful,126000.0,2026,4,2
2374,657,Carly Lucas,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-11-23,1,Card,0.4,Ca***@yahoo.com,******2685,successful,9000.0,2025,11,4
2375,290,Megan Carter,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-24,1,Cash,0.25,Me***@yahoo.com,******1923,successful,37500.0,2026,1,1
2375,290,Megan Carter,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-24,1,Cash,0.25,Me***@yahoo.com,******1923,failed,37500.0,2026,1,1
2376,33,John Sullivan,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-06-17,2,Card,0.3,Jo***@outlook.com,******9763,successful,350000.0,2025,6,2
2377,727,Rodney Simmons,102,70000.0,Phone,Electronics,offline,Bangalore,2025-08-07,2,Cash,0.4,Ro***@outlook.com,******3682,successful,84000.0,2025,8,3
2377,727,Rodney Simmons,102,70000.0,Phone,Electronics,offline,Bangalore,2025-08-07,2,Cash,0.4,Ro***@outlook.com,******3682,failed,84000.0,2025,8,3
2378,184,Katherine Jones,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-06-28,4,Card,0.4,Ka***@yahoo.com,******1838,successful,19200.0,2025,6,2
2379,748,Sabrina Hopkins,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-07,4,UPI,0.25,Sa***@yahoo.com,******4790,successful,135000.0,2025,12,4
2380,74,David Alvarez,107,50000.0,Dining Table,Furniture,online,Delhi,2025-11-10,4,UPI,0.35,Da***@yahoo.com,******5242,successful,130000.0,2025,11,4
2381,72,Michael Wood,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-08-29,4,NetBanking,0.4,Mi***@gmail.com,******0077,successful,120000.0,2025,8,3
2382,624,Hannah Munoz,106,80000.0,Sofa,Furniture,online,Chennai,2025-06-09,3,NetBanking,0.35,Ha***@yahoo.com,******9338,successful,156000.0,2025,6,2
2383,259,Kevin Ramirez,105,45000.0,Tv,Electronics,online,Hyderabad,2025-12-27,2,NetBanking,0.2,Ke***@outlook.com,******8185,successful,72000.0,2025,12,4
2384,162,Kirsten Thomas,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-05-09,3,NetBanking,0.05,Ki***@yahoo.com,******0018,successful,185250.0,2025,5,2
2385,398,Michele Sanchez,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-08-06,5,Cash,0.4,Mi***@outlook.com,******4961,successful,195000.0,2025,8,3
2386,903,Susan Nicholson,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-07-17,1,Card,0.4,Su***@yahoo.com,******3859,successful,9000.0,2025,7,3
2387,476,Jill Bryant,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-08-11,2,Card,0.15,Ji***@gmail.com,******9421,successful,110500.0,2025,8,3
2388,872,David Miller,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-15,2,NetBanking,0.05,Da***@yahoo.com,******0205,successful,95000.0,2026,2,1
2388,872,David Miller,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-15,2,NetBanking,0.05,Da***@yahoo.com,******0205,failed,95000.0,2026,2,1
2389,10,Tracy Olson,107,50000.0,Dining Table,Furniture,online,Delhi,2026-02-18,3,UPI,0.3,Tr***@yahoo.com,******9098,successful,105000.0,2026,2,1
2390,400,Brenda Johnson,103,1300.0,Shirt,Clothing,offline,Chennai,2025-08-11,4,UPI,0.25,Br***@yahoo.com,******8393,successful,3900.0,2025,8,3
2391,9,Dillon Harris,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-18,4,Cash,0.2,Di***@gmail.com,******5006,successful,208000.0,2025,5,2
2392,825,Jose Rodriguez,105,45000.0,Tv,Electronics,offline,Bangalore,2025-05-18,2,UPI,0.1,Jo***@outlook.com,******8368,successful,81000.0,2025,5,2
2393,581,Lindsey Tran,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-11-21,4,Card,0.15,Li***@gmail.com,******4624,successful,51000.0,2025,11,4
2394,564,Spencer Davis,105,45000.0,Tv,Electronics,offline,Chennai,2025-06-27,4,UPI,0.15,Sp***@gmail.com,******0711,successful,153000.0,2025,6,2
2395,564,Spencer Davis,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-14,5,Cash,0.2,Sp***@gmail.com,******0711,successful,320000.0,2026,3,1
2395,564,Spencer Davis,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-14,5,Cash,0.2,Sp***@gmail.com,******0711,failed,320000.0,2026,3,1
2396,135,Daniel Wallace,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-10-31,3,UPI,0.15,Da***@yahoo.com,******3314,successful,114750.0,2025,10,4
2397,255,Madison Tate,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-11-29,4,Cash,0.05,Ma***@yahoo.com,******6379,successful,171000.0,2025,11,4
2398,208,Matthew Berry,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-01-02,3,Cash,0.3,Ma***@gmail.com,******8727,successful,525000.0,2026,1,1
2399,600,James Schaefer,106,80000.0,Sofa,Furniture,offline,Chennai,2025-09-20,4,NetBanking,0.25,Ja***@gmail.com,******4220,successful,240000.0,2025,9,3
2400,652,Charles Fleming,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-03,1,Cash,0.15,Ch***@yahoo.com,******4499,successful,12750.0,2025,9,3
2401,193,Mary White,105,45000.0,Tv,Electronics,online,Bangalore,2025-12-19,1,NetBanking,0.1,Ma***@yahoo.com,******7194,successful,40500.0,2025,12,4
2402,133,Christy Stone,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-01-02,4,UPI,0.05,Ch***@outlook.com,******5000,successful,57000.0,2026,1,1
2403,384,Jeffrey Williams,101,250000.0,Laptop,Electronics,online,Mumbai,2025-10-19,4,Cash,0.2,Je***@outlook.com,******1749,successful,800000.0,2025,10,4
2404,302,James Robles,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-02-26,2,UPI,0.35,Ja***@gmail.com,******5908,successful,325000.0,2026,2,1
2405,485,James Harris,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-27,3,NetBanking,0.05,Ja***@yahoo.com,******7157,successful,185250.0,2025,6,2
2406,143,Brian Johnson,106,80000.0,Sofa,Furniture,offline,Chennai,2025-11-19,2,NetBanking,0.1,Br***@yahoo.com,******0131,successful,144000.0,2025,11,4
2407,869,Krystal Hudson,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-08-16,3,Cash,0.4,Kr***@yahoo.com,******3079,successful,450000.0,2025,8,3
2408,337,Cameron Myers,103,1300.0,Shirt,Clothing,offline,Chennai,2026-03-02,4,NetBanking,0.2,Ca***@gmail.com,******1877,successful,4160.0,2026,3,1
2409,520,Holly Jackson,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-16,1,Cash,0.2,Ho***@outlook.com,******5736,successful,36000.0,2025,6,2
2410,390,Erika Knight,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-12-20,5,NetBanking,0.15,Er***@gmail.com,******7025,successful,34000.0,2025,12,4
2411,231,Jason Smith,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-08-02,-2,NetBanking,0.4,Ja***@gmail.com,******1499,successful,-54000.0,2026,8,3
2412,89,Joseph Davis,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-04-03,2,UPI,0.4,Jo***@yahoo.com,******8548,successful,18000.0,2026,4,2
2413,696,Kristen Lloyd,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-09,2,Card,0.05,Kr***@outlook.com,******4445,successful,85500.0,2025,8,3
2414,514,Joshua Cummings,101,250000.0,Laptop,Electronics,online,Chennai,2026-02-25,3,Cash,0.2,Jo***@gmail.com,******8341,successful,600000.0,2026,2,1
2415,375,Jessica Harrell,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-23,2,UPI,0.4,Je***@gmail.com,******3067,successful,54000.0,2025,12,4
2416,904,Audrey Skinner,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-14,2,UPI,0.35,Au***@yahoo.com,******2073,successful,65000.0,2026,1,1
2417,153,Stephanie Hanna,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-12-13,1,Cash,0.1,St***@outlook.com,******8701,successful,63000.0,2025,12,4
2418,487,Mark Thompson,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-08-04,1,NetBanking,0.4,Ma***@yahoo.com,******3888,successful,4800.0,2025,8,3
2419,988,John Thomas,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-10-18,4,UPI,0.35,Jo***@gmail.com,******9139,successful,39000.0,2025,10,4
2420,884,Isaac Byrd,105,45000.0,Tv,Electronics,online,Delhi,2025-11-26,4,Card,0.3,Is***@gmail.com,******4208,successful,126000.0,2025,11,4
2421,918,Grant Harris,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-12-29,4,Cash,0.15,Gr***@outlook.com,******4421,successful,221000.0,2025,12,4
2421,918,Grant Harris,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-12-29,4,Cash,0.15,Gr***@outlook.com,******4421,failed,221000.0,2025,12,4
2422,330,Don Thompson,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-02,2,Cash,0.15,Do***@outlook.com,******1714,successful,110500.0,2025,6,2
2423,248,Anthony Henry,106,80000.0,Sofa,Furniture,online,Hyderabad,2026-02-20,5,NetBanking,0.3,An***@yahoo.com,******7330,successful,280000.0,2026,2,1
2424,640,Carrie Jacobson,102,70000.0,Phone,Electronics,offline,Bangalore,2025-05-15,3,NetBanking,0.05,Ca***@outlook.com,******2507,successful,199500.0,2025,5,2
2425,14,Joseph Jones,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-01-02,3,UPI,0.3,Jo***@gmail.com,******5282,successful,31500.0,2026,1,1
2426,243,Christian Martin,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-02-08,4,UPI,0.2,Ch***@yahoo.com,******1962,successful,48000.0,2026,2,1
2427,621,David Kline,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-05-21,3,Cash,0.25,Da***@outlook.com,******6381,successful,101250.0,2025,5,2
2428,800,Ricardo Arnold,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-25,4,NetBanking,0.25,Ri***@outlook.com,******8877,successful,135000.0,2025,5,2
2429,724,Kimberly Winters,102,70000.0,Phone,Electronics,offline,Chennai,2025-05-05,3,NetBanking,0.2,Ki***@gmail.com,******1493,successful,168000.0,2025,5,2
2430,64,Sheri Osborne,104,8000.0,Shoes,Clothing,online,Mumbai,2026-09-04,2,UPI,0.1,Sh***@gmail.com,******9475,successful,14400.0,2026,9,3
2431,761,Larry Yates,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-03-12,1,NetBanking,0.3,La***@gmail.com,******1557,successful,45500.0,2026,3,1
2432,824,Michael Vaughn,107,50000.0,Dining Table,Furniture,online,Chennai,2026-03-21,2,Card,0.25,Mi***@outlook.com,******8745,successful,75000.0,2026,3,1
2433,905,Katie George,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-19,5,NetBanking,0.25,Ka***@gmail.com,******2952,successful,168750.0,2025,5,2
2434,361,Daniel Williams,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-10-03,2,Cash,0.3,Da***@yahoo.com,******7366,successful,70000.0,2025,10,4
2435,370,Jessica Moreno,104,8000.0,Shoes,Clothing,online,Delhi,2025-09-19,3,Card,0.4,Je***@gmail.com,******3938,successful,14400.0,2025,9,3
2436,771,Matthew Greer,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-11-24,1,Cash,0.1,Ma***@yahoo.com,******0012,successful,58500.0,2025,11,4
2437,326,Deborah Reyes,103,1300.0,Shirt,Clothing,offline,Delhi,2025-04-30,3,Card,0.1,De***@outlook.com,******7757,successful,3510.0,2025,4,2
2438,4,Kelly Brown,105,45000.0,Tv,Electronics,online,Chennai,2025-06-27,3,NetBanking,0.05,Ke***@gmail.com,******2599,successful,128250.0,2025,6,2
2439,764,Jody Gardner,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-06-15,-2,Card,0.05,Jo***@outlook.com,******4567,successful,-85500.0,2025,6,2
2440,1,Karen Pollard,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-03-27,5,Card,0.2,Ka***@yahoo.com,******6363,successful,60000.0,2026,3,1
2441,597,Paul Foster,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-06-18,5,Card,0.1,Pa***@gmail.com,******0674,successful,225000.0,2025,6,2
2442,758,Nichole Jones,105,45000.0,Tv,Electronics,online,Chennai,2025-07-23,4,Cash,0.4,Ni***@yahoo.com,******6772,successful,108000.0,2025,7,3
2443,778,Angela Park,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-04-05,4,Card,0.05,An***@outlook.com,******1196,successful,57000.0,2026,4,2
2444,239,Tyler Greene,106,80000.0,Sofa,Furniture,online,Delhi,2026-02-17,1,NetBanking,0.4,Ty***@gmail.com,******3007,successful,48000.0,2026,2,1
2445,996,Barbara Morris,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-06-25,1,NetBanking,0.1,Ba***@gmail.com,******7956,successful,72000.0,2025,6,2
2446,611,Robert Lucas,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-10-19,3,Card,0.35,Ro***@gmail.com,******6473,successful,97500.0,2025,10,4
2447,113,Patricia Carlson,101,250000.0,Laptop,Electronics,offline,Delhi,2025-05-20,4,Cash,0.4,Pa***@outlook.com,******1759,successful,600000.0,2025,5,2
2448,676,James Sanders,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2026-08-03,2,Card,0.15,Ja***@gmail.com,******6646,successful,25500.0,2026,8,3
2449,907,Jeffrey Mccall,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-03-01,2,NetBanking,0.2,Je***@gmail.com,******4650,successful,24000.0,2026,3,1
2450,640,Carrie Jacobson,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-09-23,4,NetBanking,0.35,Ca***@outlook.com,******2507,successful,130000.0,2025,9,3
2451,991,Darlene Chapman,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-01-16,3,NetBanking,0.4,Da***@gmail.com,******0595,successful,126000.0,2026,1,1
2452,574,Carl Barrera,104,8000.0,Shoes,Clothing,online,Bangalore,2025-08-14,4,Card,0.35,Ca***@outlook.com,******6775,successful,20800.0,2025,8,3
2453,707,Andrea Silva,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-03-11,2,Cash,0.3,An***@gmail.com,******3815,successful,21000.0,2026,3,1
2454,153,Stephanie Hanna,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-08-18,1,Cash,0.05,St***@outlook.com,******8701,successful,42750.0,2025,8,3
2455,880,Miranda Frank,106,80000.0,Sofa,Furniture,online,Chennai,2025-07-30,2,Cash,0.35,Mi***@yahoo.com,******9940,successful,104000.0,2025,7,3
2456,398,Michele Sanchez,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-08-12,3,Cash,0.15,Mi***@outlook.com,******4961,successful,114750.0,2025,8,3
2457,790,Andrea Jimenez,105,45000.0,Tv,Electronics,online,Bangalore,2025-09-23,4,NetBanking,0.35,An***@yahoo.com,******0703,successful,117000.0,2025,9,3
2458,384,Jeffrey Williams,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-02-17,5,UPI,0.35,Je***@outlook.com,******1749,successful,146250.0,2026,2,1
2459,197,Gabriel Mills,101,250000.0,Laptop,Electronics,online,Mumbai,2025-04-19,4,NetBanking,0.4,Ga***@gmail.com,******4137,successful,600000.0,2025,4,2
2460,613,Vanessa Vasquez,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-10-29,3,UPI,0.3,Va***@yahoo.com,******4380,successful,136500.0,2025,10,4
2460,613,Vanessa Vasquez,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-10-29,3,UPI,0.3,Va***@yahoo.com,******4380,failed,136500.0,2025,10,4
2461,885,Alexander Jacobs,104,8000.0,Shoes,Clothing,offline,Delhi,2025-04-22,4,NetBanking,0.3,Al***@yahoo.com,******6172,successful,22400.0,2025,4,2
2462,312,James Morales,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-09-10,2,NetBanking,0.4,Ja***@yahoo.com,******0000,successful,54000.0,2025,9,3
2462,312,James Morales,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-09-10,2,NetBanking,0.4,Ja***@yahoo.com,******0000,failed,54000.0,2025,9,3
2463,528,Kerri Rodriguez,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-06-15,3,Card,0.25,Ke***@gmail.com,******0493,successful,101250.0,2025,6,2
2464,241,James Gonzales,101,250000.0,Laptop,Electronics,offline,Chennai,2025-05-02,4,NetBanking,0.05,Ja***@gmail.com,******9128,successful,950000.0,2025,5,2
2465,693,Joseph Maldonado,107,50000.0,Dining Table,Furniture,online,Delhi,2026-03-09,5,UPI,0.4,Jo***@yahoo.com,******5157,successful,150000.0,2026,3,1
2466,576,Angela Weiss,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-02-09,5,UPI,0.35,An***@yahoo.com,******3539,successful,48750.0,2026,2,1
2467,798,Amber Murphy,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-05-05,1,Card,0.15,Am***@gmail.com,******9807,successful,38250.0,2025,5,2
2468,601,Mark Herrera,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-02-04,2,UPI,0.1,Ma***@gmail.com,******2878,successful,450000.0,2026,2,1
2469,916,Betty Mcdaniel,103,1300.0,Shirt,Clothing,online,Chennai,2025-06-12,-1,UPI,0.2,Be***@yahoo.com,******6268,successful,-1040.0,2025,6,2
2470,443,Judy Patton,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-02-20,3,Cash,0.1,Ju***@yahoo.com,******5429,successful,135000.0,2026,2,1
2471,813,John Harris,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2026-02-02,5,Card,0.35,Jo***@gmail.com,******3148,successful,48750.0,2026,2,1
2472,347,David Medina,102,70000.0,Phone,Electronics,online,Delhi,2026-02-07,4,UPI,0.3,Da***@outlook.com,******4389,successful,196000.0,2026,2,1
2473,86,Rachel Gonzales,105,45000.0,Tv,Electronics,offline,Mumbai,2025-08-31,5,Cash,0.05,Ra***@yahoo.com,******5951,successful,213750.0,2025,8,3
2474,664,Catherine Anderson,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-02-20,2,NetBanking,0.05,Ca***@gmail.com,******7801,successful,15200.0,2026,2,1
2475,934,Brandi Phillips,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-05-05,1,Card,0.4,Br***@gmail.com,******8609,successful,42000.0,2025,5,2
2476,356,Larry Mercado,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-12-18,4,Card,0.4,La***@gmail.com,******0420,successful,3120.0,2025,12,4
2477,590,Christine Brown,105,45000.0,Tv,Electronics,offline,Bangalore,2025-05-31,5,NetBanking,0.4,Ch***@gmail.com,******9553,successful,135000.0,2025,5,2
2478,28,Nicholas Carroll,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-11-13,1,UPI,0.3,Ni***@gmail.com,******3542,successful,45500.0,2025,11,4
2478,28,Nicholas Carroll,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-11-13,1,UPI,0.3,Ni***@gmail.com,******3542,failed,45500.0,2025,11,4
2479,300,Tiffany Miller,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-09-21,4,UPI,0.05,Ti***@outlook.com,******0297,successful,30400.0,2025,9,3
2480,289,Kelly Powell,104,8000.0,Shoes,Clothing,online,Bangalore,2025-08-25,3,NetBanking,0.25,Ke***@gmail.com,******9444,successful,18000.0,2025,8,3
2481,220,Maria Walker,106,80000.0,Sofa,Furniture,online,Bangalore,2025-05-29,2,Cash,0.15,Ma***@gmail.com,******5210,successful,136000.0,2025,5,2
2482,667,Kelsey Mendoza,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-10-29,4,NetBanking,0.2,Ke***@outlook.com,******9912,successful,208000.0,2025,10,4
2483,482,Nathaniel Montes,101,250000.0,Laptop,Electronics,online,Chennai,2025-07-01,3,Card,0.25,Na***@gmail.com,******3012,successful,562500.0,2025,7,3
2484,560,Anthony Lawrence,106,80000.0,Sofa,Furniture,online,Hyderabad,2026-02-11,3,Cash,0.35,An***@gmail.com,******7287,successful,156000.0,2026,2,1
2485,386,Brittney Moreno,106,80000.0,Sofa,Furniture,online,Chennai,2026-01-13,3,Cash,0.05,Br***@yahoo.com,******2269,successful,228000.0,2026,1,1
2486,562,Breanna Fletcher,101,250000.0,Laptop,Electronics,offline,Chennai,2026-03-10,3,NetBanking,0.3,Br***@outlook.com,******6207,successful,525000.0,2026,3,1
2487,140,Aaron Black,102,70000.0,Phone,Electronics,online,Chennai,2026-04-10,1,Card,0.2,Aa***@gmail.com,******9959,successful,56000.0,2026,4,2
2488,17,Duane Hall,106,80000.0,Sofa,Furniture,online,Bangalore,2026-03-26,2,Cash,0.4,Du***@outlook.com,******1149,successful,96000.0,2026,3,1
2489,1000,Shannon Haley,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-10-29,3,Cash,0.25,Sh***@gmail.com,******6701,successful,33750.0,2025,10,4
2490,390,Erika Knight,105,45000.0,Tv,Electronics,offline,Mumbai,2025-11-30,5,Card,0.05,Er***@gmail.com,******7025,successful,213750.0,2025,11,4
2491,463,Kevin Cruz,103,1300.0,Shirt,Clothing,online,Delhi,2025-07-01,5,Card,0.1,Ke***@gmail.com,******4173,successful,5850.0,2025,7,3
2492,937,Nicole Woods,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-12-31,4,UPI,0.35,Ni***@yahoo.com,******9075,successful,208000.0,2025,12,4
2493,879,Andrew Johnston,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-03-15,4,Card,0.05,An***@yahoo.com,******8466,successful,171000.0,2026,3,1
